"","x"
"1","A1BG|1"
"10066","SLC35C2|51006"
"10067","ASCC1|51008"
"10068","DERL2|51009"
"10069","EXOSC3|51010"
"10070","FAHD2A|51011"
"10071","SLMO2|51012"
"10072","EXOSC1|51013"
"10073","TMED7|51014"
"10074","ISOC1|51015"
"10075","FAM158A|51016"
"10076","RRP15|51018"
"10077","CCDC53|51019"
"10078","HDDC2|51020"
"10079","MRPS16|51021"
"10080","GLRX2|51022"
"10081","MRPS18C|51023"
"10082","FIS1|51024"
"10083","TIMM16|51025"
"10084","GOLT1B|51026"
"10085","BOLA1|51027"
"10086","VPS36|51028"
"10087","PPPDE1|51029"
"10088","FAM18B|51030"
"10089","GLOD4|51031"
"10090","CELA2B|51032"
"10091","UBXN1|51035"
"10092","ZNF593|51042"
"10093","ZBTB7B|51043"
"10094","ST8SIA3|51046"
"10095","PI15|51050"
"10096","PRLH|51052"
"10097","GMNN|51053"
"10098","PLEKHA9|51054"
"10099","LAP3|51056"
"10100","C2orf86|51057"
"10101","ZNF691|51058"
"10102","FAM135B|51059"
"10103","TXNDC12|51060"
"10104","TXNDC11|51061"
"10105","ATL1|51062"
"10106","CALHM2|51063"
"10107","RPS27L|51065"
"10108","C3orf32|51066"
"10109","YARS2|51067"
"10110","NMD3|51068"
"10111","MRPL2|51069"
"10112","NOSIP|51070"
"10113","DERA|51071"
"10114","MEMO1|51072"
"10115","MRPL4|51073"
"10116","APIP|51074"
"10117","TMX2|51075"
"10118","CUTC|51076"
"10119","FCF1|51077"
"10120","FCF1|51077"
"10121","THAP4|51078"
"10122","NDUFA13|51079"
"10123","MRPS7|51081"
"10124","POLR1D|51082"
"10125","GAL|51083"
"10126","CRYL1|51084"
"10127","MLXIPL|51085"
"10128","TNNI3K|51086"
"10129","TNNI3K|51086"
"10130","YBX2|51087"
"10131","KLHL5|51088"
"10132","PLLP|51090"
"10133","SEPSECS|51091"
"10134","SIDT2|51092"
"10135","C1orf66|51093"
"10136","ADIPOR1|51094"
"10137","TRNT1|51095"
"10138","UTP18|51096"
"10139","SCCPDH|51097"
"10140","IFT52|51098"
"10141","ABHD5|51099"
"10142","SH3GLB1|51100"
"10143","FAM164A|51101"
"10144","MECR|51102"
"10145","NDUFAF1|51103"
"10146","FAM108B1|51104"
"10147","PHF20L1|51105"
"10148","TFB1M|51106"
"10149","APH1A|51107"
"10150","METTL9|51108"
"10151","RDH11|51109"
"10152","LACTB2|51110"
"10153","SUV420H1|51111"
"10154","TTC15|51112"
"10155","ZDHHC9|51114"
"10156","FAM82B|51115"
"10157","MRPS2|51116"
"10158","COQ4|51117"
"10159","UTP11L|51118"
"10160","SBDS|51119"
"10161","RPL26L1|51121"
"10162","COMMD2|51122"
"10163","ZNF706|51123"
"10164","IER3IP1|51124"
"10165","IER3IP1|51124"
"10166","GOLGA7|51125"
"10167","NAA20|51126"
"10168","TRIM17|51127"
"10169","SAR1B|51128"
"10170","ANGPTL4|51129"
"10171","ASB3|51130"
"10172","ASB3|51130"
"10173","PHF11|51131"
"10174","RLIM|51132"
"10175","KCTD3|51133"
"10176","CCDC41|51134"
"10177","IRAK4|51135"
"10178","RNFT1|51136"
"10179","COPS4|51138"
"10180","INSIG2|51141"
"10181","CHCHD2|51142"
"10182","DYNC1LI1|51143"
"10183","HSD17B12|51144"
"10184","A4GNT|51146"
"10185","ING4|51147"
"10186","CERCAM|51148"
"10187","C5orf45|51149"
"10188","SDF4|51150"
"10189","SLC45A2|51151"
"10190","MRTO4|51154"
"10191","HN1|51155"
"10192","SERPINA10|51156"
"10193","ZNF580|51157"
"10194","VPS28|51160"
"10195","C3orf18|51161"
"10196","EGFL7|51162"
"10197","DBR1|51163"
"10198","DCTN4|51164"
"10199","AADAT|51166"
"10200","CYB5R4|51167"
"10201","MYO15A|51168"
"10202","HSD17B11|51170"
"10203","HSD17B14|51171"
"10204","NAGPA|51172"
"10205","TUBD1|51174"
"10206","TUBE1|51175"
"10207","LEF1|51176"
"10208","PLEKHO1|51177"
"10209","HAO2|51179"
"10210","DCXR|51181"
"10211","HSPA14|51182"
"10212","GPN3|51184"
"10213","CRBN|51185"
"10214","WBP5|51186"
"10215","RSL24D1|51187"
"10216","SS18L2|51188"
"10217","HERC5|51191"
"10218","CKLF|51192"
"10219","ZNF639|51193"
"10220","IPO11|51194"
"10221","RAPGEFL1|51195"
"10222","PLCE1|51196"
"10223","NIN|51199"
"10224","CPA4|51200"
"10225","ZDHHC2|51201"
"10226","DDX47|51202"
"10227","NUSAP1|51203"
"10228","TACO1|51204"
"10229","ACP6|51205"
"10230","GP6|51206"
"10231","DUSP13|51207"
"10232","CLDN18|51208"
"10233","RAB9B|51209"
"10234","LUZP4|51213"
"10235","IGF2AS|51214"
"10236","GLRX5|51218"
"10237","ZNF219|51222"
"10238","TCEB3B|51224"
"10239","ABI3|51225"
"10240","COPZ2|51226"
"10241","PIGP|51227"
"10242","GLTP|51228"
"10243","PHF20|51230"
"10244","VRK3|51231"
"10245","CRIM1|51232"
"10246","C22orf43|51233"
"10247","TMEM85|51234"
"10248","C8orf30A|51236"
"10249","MGC29506|51237"
"10250","ANKRD39|51239"
"10251","COX16|51241"
"10252","C3orf19|51244"
"10253","SHISA5|51246"
"10254","PAIP2|51247"
"10255","PAIP2|51247"
"10256","PDZD11|51248"
"10257","TMEM69|51249"
"10258","C6orf203|51250"
"10259","NT5C3|51251"
"10260","FAM178B|51252"
"10261","MRPL37|51253"
"10262","RNF181|51255"
"10263","TBC1D7|51256"
"10264","MARCH2|51257"
"10265","MRPL51|51258"
"10266","TMEM216|51259"
"10267","CXorf26|51260"
"10268","MRPL30|51263"
"10269","MRPL30|51263"
"10270","MRPL27|51264"
"10271","CDKL3|51265"
"10272","CLEC1B|51266"
"10273","CLEC1A|51267"
"10274","PIPOX|51268"
"10275","TFDP3|51270"
"10276","UBAP1|51271"
"10277","BET1L|51272"
"10278","KLF3|51274"
"10279","C12orf47|51275"
"10280","ZNF571|51276"
"10281","DNAJC27|51277"
"10282","IER5|51278"
"10283","C1RL|51279"
"10284","GOLM1|51280"
"10285","ANKMY1|51281"
"10286","SCAND1|51282"
"10287","BFAR|51283"
"10288","TLR7|51284"
"10289","RASL12|51285"
"10290","CEND1|51286"
"10291","CHCHD8|51287"
"10292","RXFP3|51289"
"10293","ERGIC2|51290"
"10294","GMIP|51291"
"10295","GMPR2|51292"
"10296","CD320|51293"
"10297","PCDH12|51294"
"10298","ECSIT|51295"
"10299","SLC15A3|51296"
"10300","PLUNC|51297"
"10301","THEG|51298"
"10302","NRN1|51299"
"10303","C3orf1|51300"
"10304","GCNT4|51301"
"10305","CYP39A1|51302"
"10306","FKBP11|51303"
"10307","ZDHHC3|51304"
"10308","KCNK9|51305"
"10309","FAM13B|51306"
"10310","FAM53C|51307"
"10311","REEP2|51308"
"10312","ARMCX1|51309"
"10313","SLC22A17|51310"
"10314","TLR8|51311"
"10315","SLC25A37|51312"
"10316","FAM198B|51313"
"10317","TXNDC3|51314"
"10318","KRCC1|51315"
"10319","PLAC8|51316"
"10320","PHF21A|51317"
"10321","MRPL35|51318"
"10322","RSRC1|51319"
"10323","MEX3C|51320"
"10324","AMZ2|51321"
"10325","WAC|51322"
"10326","SPG21|51324"
"10327","ARL17A|51326"
"10328","ARL17A|51326"
"10329","AHSP|51327"
"10330","ARL6IP4|51329"
"10331","TNFRSF12A|51330"
"10332","SPTBN5|51332"
"10333","ZNF771|51333"
"10334","PRR16|51334"
"10335","NGRN|51335"
"10336","C8orf55|51337"
"10337","MS4A4A|51338"
"10338","DACT1|51339"
"10339","CRNKL1|51340"
"10340","ZBTB7A|51341"
"10341","FZR1|51343"
"10342","TAOK3|51347"
"10343","KLRF1|51348"
"10344","KRT76|51350"
"10345","ZNF117|51351"
"10346","WIT1|51352"
"10347","MBTPS2|51360"
"10348","HOOK1|51361"
"10349","CDC40|51362"
"10350","CHST15|51363"
"10351","ZMYND10|51364"
"10352","PLA1A|51365"
"10353","UBR5|51366"
"10354","POP5|51367"
"10355","TEX264|51368"
"10356","POMP|51371"
"10357","CCDC72|51372"
"10358","MRPS17|51373"
"10359","MRPS17|51373"
"10360","C2orf28|51374"
"10361","SNX7|51375"
"10362","UCHL5|51377"
"10363","ANGPT4|51378"
"10364","CRLF3|51379"
"10365","CSAD|51380"
"10366","ATP6V1D|51382"
"10367","WNT16|51384"
"10368","ZNF589|51385"
"10369","EIF3L|51386"
"10370","NIP7|51388"
"10371","RWDD1|51389"
"10372","AIG1|51390"
"10373","TRPV2|51393"
"10374","COMMD10|51397"
"10375","C19orf56|51398"
"10376","TRAPPC4|51399"
"10377","PPME1|51400"
"10378","NOL7|51406"
"10379","HEMK1|51409"
"10380","BIN2|51411"
"10381","ACTL6B|51412"
"10382","AMOTL2|51421"
"10383","PRKAG2|51422"
"10384","POLK|51426"
"10385","ZNF107|51427"
"10386","DDX41|51428"
"10387","SNX9|51429"
"10388","C1orf9|51430"
"10389","ANAPC5|51433"
"10390","ANAPC7|51434"
"10391","SCARA3|51435"
"10392","MAGEC2|51438"
"10393","FAM8A1|51439"
"10394","HPCAL4|51440"
"10395","YTHDF2|51441"
"10396","VGLL1|51442"
"10397","RNF138|51444"
"10398","IP6K2|51447"
"10399","PCYOX1|51449"
"10400","PRRX2|51450"
"10401","LCMT1|51451"
"10402","GULP1|51454"
"10403","REV1|51455"
"10404","RHCG|51458"
"10405","SFMBT1|51460"
"10406","GPR89B|51463"
"10407","GPR89B|51463"
"10408","UBE2J1|51465"
"10409","EVL|51466"
"10410","NAT8B|51471"
"10411","DCDC2|51473"
"10412","LIMA1|51474"
"10413","CABP2|51475"
"10414","ISYNA1|51477"
"10415","HSD17B7|51478"
"10416","ANKFY1|51479"
"10417","VCX2|51480"
"10418","VCX3A|51481"
"10419","C9orf114|51490"
"10420","NOP16|51491"
"10421","C22orf28|51493"
"10422","PTPLAD1|51495"
"10423","CTDSPL2|51496"
"10424","TH1L|51497"
"10425","TRIAP1|51499"
"10426","C11orf73|51501"
"10427","CWC15|51503"
"10428","TRMT112|51504"
"10429","UFC1|51506"
"10430","C20orf43|51507"
"10431","CHMP5|51510"
"10432","GTSE1|51512"
"10433","ETV7|51513"
"10434","DTL|51514"
"10435","NCKIPSD|51517"
"10436","LARS|51520"
"10437","TMEM14C|51522"
"10438","CXXC5|51523"
"10439","TMEM138|51524"
"10440","C20orf111|51526"
"10441","C14orf129|51527"
"10442","JKAMP|51528"
"10443","ANAPC11|51529"
"10444","ZC3HC1|51530"
"10445","C9orf156|51531"
"10446","PHF7|51533"
"10447","VTA1|51534"
"10448","PPHLN1|51535"
"10449","MTP18|51537"
"10450","ZCCHC17|51538"
"10451","SCLY|51540"
"10452","VPS54|51542"
"10453","ZNF581|51545"
"10454","SIRT7|51547"
"10455","SIRT6|51548"
"10456","CINP|51550"
"10457","RAB14|51552"
"10458","CCRL1|51554"
"10459","PEX5L|51555"
"10460","LGSN|51557"
"10461","NT5DC3|51559"
"10462","RAB6B|51560"
"10463","IL23A|51561"
"10464","MBIP|51562"
"10465","HDAC7|51564"
"10466","ARMCX3|51566"
"10467","TDP2|51567"
"10468","UFM1|51569"
"10469","FAM49B|51571"
"10470","GDE1|51573"
"10471","LARP7|51574"
"10472","ESF1|51575"
"10473","AZIN1|51582"
"10474","PCF11|51585"
"10475","MED15|51586"
"10476","PIAS4|51588"
"10477","TRIM33|51592"
"10478","SRRT|51593"
"10479","NBAS|51594"
"10480","CUTA|51596"
"10481","LSR|51599"
"10482","LIPT1|51601"
"10483","NOP58|51602"
"10484","METTL13|51603"
"10485","PIGT|51604"
"10486","TRMT6|51605"
"10487","ATP6V1H|51606"
"10488","GET4|51608"
"10489","DPH5|51611"
"10490","ERGIC3|51614"
"10491","TAF9B|51616"
"10492","HMP19|51617"
"10493","UBE2D4|51619"
"10494","KLF13|51621"
"10495","C7orf28A|51622"
"10496","C7orf28A|51622"
"10497","DYNC2LI1|51626"
"10498","SLC25A39|51629"
"10499","LUC7L2|51631"
"10500","LUC7L2|51631"
"10501","OTUD6B|51633"
"10502","RBMX2|51634"
"10503","DHRS7|51635"
"10504","C14orf166|51637"
"10505","SF3B14|51639"
"10506","MRPL48|51642"
"10507","TMBIM4|51643"
"10508","TMBIM4|51643"
"10509","PPIL1|51645"
"10510","YPEL5|51646"
"10511","FAM96B|51647"
"10512","MRPS23|51649"
"10513","MRPS33|51650"
"10514","PTRH2|51651"
"10515","VPS24|51652"
"10516","VPS24|51652"
"10517","CDK5RAP1|51654"
"10518","RASD1|51655"
"10519","STYXL1|51657"
"10520","GINS2|51659"
"10521","BRP44L|51660"
"10522","FKBP7|51661"
"10523","ZFR|51663"
"10524","ASB1|51665"
"10525","ASB4|51666"
"10526","NUB1|51667"
"10527","HSPB11|51668"
"10528","TMEM66|51669"
"10529","TPPP3|51673"
"10530","ASB2|51676"
"10531","MPP6|51678"
"10532","SUFU|51684"
"10533","OAZ3|51686"
"10534","LSM7|51690"
"10535","NAA38|51691"
"10536","CPSF3|51692"
"10537","TRAPPC2L|51693"
"10538","HECA|51696"
"10539","VPS29|51699"
"10540","CYB5R2|51700"
"10541","NLK|51701"
"10542","PADI3|51702"
"10543","ACSL5|51703"
"10544","GPRC5B|51704"
"10545","EMCN|51705"
"10546","CYB5R1|51706"
"10547","ZNF44|51710"
"10548","SELT|51714"
"10549","RAB23|51715"
"10550","CES4|51716"
"10551","CAB39|51719"
"10552","UIMC1|51720"
"10553","FBXO40|51725"
"10554","DNAJB11|51726"
"10555","CMPK1|51727"
"10556","POLR3K|51728"
"10557","WBP11|51729"
"10558","UPB1|51733"
"10559","SEPX1|51734"
"10560","RAPGEF6|51735"
"10561","GHRL|51738"
"10562","WWOX|51741"
"10563","ARID4B|51742"
"10564","CD244|51744"
"10565","LUC7L3|51747"
"10566","RTEL1|51750"
"10567","HIGD1B|51751"
"10568","ERAP1|51752"
"10569","TMEM8B|51754"
"10570","CDK12|51755"
"10571","C9orf78|51759"
"10572","SYT17|51760"
"10573","ATP8A2|51761"
"10574","RAB8B|51762"
"10575","INPP5K|51763"
"10576","GNG13|51764"
"10577","MST4|51765"
"10578","TM7SF3|51768"
"10579","RSF1|51773"
"10580","ZAK|51776"
"10581","MYOZ2|51778"
"10582","KDM3B|51780"
"10583","ACCN5|51802"
"10584","SIX4|51804"
"10585","COQ3|51805"
"10586","CALML5|51806"
"10587","TUBA8|51807"
"10588","PHAX|51808"
"10589","GALNT7|51809"
"10590","CECR1|51816"
"10591","BCL11A|53335"
"10592","CPXCR1|53336"
"10593","BTBD1|53339"
"10594","SPA17|53340"
"10595","IL17D|53342"
"10596","NUDT9|53343"
"10597","CHIC1|53344"
"10598","TM6SF2|53345"
"10599","TM6SF1|53346"
"10600","UBASH3A|53347"
"10601","ZFYVE1|53349"
"10602","LRP1B|53353"
"10603","PANK1|53354"
"10604","SHC3|53358"
"10605","NUP54|53371"
"10606","TPCN1|53373"
"10607","CLIC5|53405"
"10608","STX18|53407"
"10609","MBD3|53615"
"10610","ADAM22|53616"
"10611","BCMO1|53630"
"10612","PRKAG3|53632"
"10613","PTOV1|53635"
"10614","S1PR5|53637"
"10615","DSCR6|53820"
"10616","FXYD7|53822"
"10617","FXYD6|53826"
"10618","FXYD5|53827"
"10619","FXYD4|53828"
"10620","P2RY13|53829"
"10621","GPR84|53831"
"10622","IL20RA|53832"
"10623","IL20RB|53833"
"10624","FGFRL1|53834"
"10625","GPR87|53836"
"10626","C11orf24|53838"
"10627","TRIM34|53840"
"10628","TRIM34|53840"
"10629","CDHR5|53841"
"10630","CLDN22|53842"
"10631","CLDN22|53842"
"10632","MYO3A|53904"
"10633","DUOX1|53905"
"10634","RAB4B|53916"
"10635","RAB4B|53916"
"10636","RAB24|53917"
"10637","PELO|53918"
"10638","SLCO1C1|53919"
"10639","PPIL3|53938"
"10640","FTHL17|53940"
"10641","CNTN5|53942"
"10642","CSNK1G1|53944"
"10643","A4GALT|53947"
"10644","CPSF2|53981"
"10645","BRWD1|54014"
"10646","SLC37A1|54020"
"10647","RBM11|54033"
"10648","PCBP3|54039"
"10649","C21orf58|54058"
"10650","C21orf57|54059"
"10651","NCRNA00160|54064"
"10652","FAM165B|54065"
"10653","C21orf45|54069"
"10654","NCRNA00158|54072"
"10655","NCRNA00157|54075"
"10656","C21orf29|54084"
"10657","NCRNA00113|54088"
"10658","NCRNA00112|54089"
"10659","NCRNA00111|54090"
"10660","SETD4|54093"
"10661","C21orf15|54094"
"10662","FAM3B|54097"
"10663","RIPK4|54101"
"10664","CLIC6|54102"
"10665","PION|54103"
"10666","TLR9|54106"
"10667","POLE3|54107"
"10668","CHRAC1|54108"
"10669","GPR88|54112"
"10670","MRPL39|54148"
"10671","C21orf91|54149"
"10672","DCUN1D1|54165"
"10673","NANS|54187"
"10674","CYCS|54205"
"10675","ERRFI1|54206"
"10676","KCNK10|54207"
"10677","TREM2|54209"
"10678","TREM1|54210"
"10679","SNTG1|54212"
"10680","SNTG2|54221"
"10681","GPR173|54328"
"10682","GPR85|54329"
"10683","GNG2|54331"
"10684","GDAP1|54332"
"10685","DPM3|54344"
"10686","SOX18|54345"
"10687","UNC93A|54346"
"10688","CYTL1|54360"
"10689","WNT4|54361"
"10690","HAO1|54363"
"10691","TERF2IP|54386"
"10692","SLC38A2|54407"
"10693","NLGN3|54413"
"10694","SIAE|54414"
"10695","TAS2R5|54429"
"10696","DNAJC10|54431"
"10697","YIPF1|54432"
"10698","GAR1|54433"
"10699","SSH1|54434"
"10700","HCG4|54435"
"10701","SH3TC1|54436"
"10702","SEMA5B|54437"
"10703","GFOD1|54438"
"10704","RBM27|54439"
"10705","SASH3|54440"
"10706","KCTD5|54442"
"10707","ANLN|54443"
"10708","RIN2|54453"
"10709","ATAD2B|54454"
"10710","FBXO42|54455"
"10711","MOV10L1|54456"
"10712","TAF7L|54457"
"10713","PRR13|54458"
"10714","MRPS21|54460"
"10715","FBXW5|54461"
"10716","FAM190B|54462"
"10717","FAM134B|54463"
"10718","XRN1|54464"
"10719","ETAA1|54465"
"10720","SPIN2A|54466"
"10721","SPIN2A|54466"
"10722","ANKIB1|54467"
"10723","MIOS|54468"
"10724","ZFAND6|54469"
"10725","ARMCX6|54470"
"10726","SMCR7L|54471"
"10727","TOLLIP|54472"
"10728","KRT20|54474"
"10729","NLE1|54475"
"10730","RNF216|54476"
"10731","PLEKHA5|54477"
"10732","FAM64A|54478"
"10733","CHPF2|54480"
"10734","CCDC76|54482"
"10735","DGCR8|54487"
"10736","UGT2B28|54490"
"10737","FAM105A|54491"
"10738","NEURL1B|54492"
"10739","C11orf71|54494"
"10740","TMX3|54495"
"10741","PRMT7|54496"
"10742","HEATR5B|54497"
"10743","SMOX|54498"
"10744","TMCO1|54499"
"10745","RBM47|54502"
"10746","ZDHHC13|54503"
"10747","CPVL|54504"
"10748","DHX29|54505"
"10749","ADAMTSL4|54507"
"10750","RHOF|54509"
"10751","PCDH18|54510"
"10752","HMGCLL1|54511"
"10753","EXOSC4|54512"
"10754","DDX4|54514"
"10755","MTRF1L|54516"
"10756","PUS7|54517"
"10757","APBB1IP|54518"
"10758","CCDC93|54520"
"10759","WDR44|54521"
"10760","ANKRD16|54522"
"10761","ASNSD1|54529"
"10762","MIER2|54531"
"10763","USP53|54532"
"10764","MRPL50|54534"
"10765","CCHCR1|54535"
"10766","EXOC6|54536"
"10767","FAM35A|54537"
"10768","ROBO4|54538"
"10769","NDUFB11|54539"
"10770","FAM193B|54540"
"10771","DDIT4|54541"
"10772","RC3H2|54542"
"10773","TOMM7|54543"
"10774","CRCT1|54544"
"10775","MTMR12|54545"
"10776","RNF186|54546"
"10777","SDK2|54549"
"10778","NECAB2|54550"
"10779","MAGEL2|54551"
"10780","GNL3L|54552"
"10781","WDR5B|54554"
"10782","DDX49|54555"
"10783","ING3|54556"
"10784","SGTB|54557"
"10785","SPATA6|54558"
"10786","EPB41L4B|54566"
"10787","DLL4|54567"
"10788","UGT1A10|54575"
"10789","UGT1A8|54576"
"10790","UGT1A8|54576"
"10791","UGT1A7|54577"
"10792","UGT1A6|54578"
"10793","UGT1A5|54579"
"10794","UGT1A5|54579"
"10795","SCAND2|54581"
"10796","EGLN1|54583"
"10797","GNB1L|54584"
"10798","GNB1L|54584"
"10799","LZTFL1|54585"
"10800","C9orf11|54586"
"10801","MXRA8|54587"
"10802","L1TD1|54596"
"10803","UGT1A9|54600"
"10804","UGT1A9|54600"
"10805","NDFIP2|54602"
"10806","DDX56|54606"
"10807","INO80|54617"
"10808","CCNJ|54619"
"10809","FBXL19|54620"
"10810","VSIG10|54621"
"10811","ARL15|54622"
"10812","PAF1|54623"
"10813","PARP14|54625"
"10814","HES2|54626"
"10815","KIAA1383|54627"
"10816","FAM63B|54629"
"10817","UGT1A4|54657"
"10818","UGT1A1|54658"
"10819","UGT1A1|54658"
"10820","UGT1A3|54659"
"10821","UGT1A3|54659"
"10822","PCDHB18|54660"
"10823","TBC1D13|54662"
"10824","WDR74|54663"
"10825","TMEM106B|54664"
"10826","RSBN1|54665"
"10827","LRRN3|54674"
"10828","CRLS1|54675"
"10829","GTPBP2|54676"
"10830","CROT|54677"
"10831","ZNHIT6|54680"
"10832","P4HTM|54681"
"10833","MANSC1|54682"
"10834","RRN3|54700"
"10835","PDP1|54704"
"10836","GPN2|54707"
"10837","MARCH5|54708"
"10838","CNGB3|54714"
"10839","A2BP1|54715"
"10840","SLC6A20|54716"
"10841","BTN2A3|54718"
"10842","OTUD4|54726"
"10843","TMED9|54732"
"10844","SLC35F2|54733"
"10845","RAB39|54734"
"10846","MPHOSPH8|54737"
"10847","MPHOSPH8|54737"
"10848","FEV|54738"
"10849","XAF1|54739"
"10850","LEPROT|54741"
"10851","LEPROT|54741"
"10852","LY6K|54742"
"10853","EPDR1|54749"
"10854","FBLIM1|54751"
"10855","FNDC8|54752"
"10856","ZNF853|54753"
"10857","FAM22F|54754"
"10858","IL17RD|54756"
"10859","FAM20A|54757"
"10860","KLHDC4|54758"
"10861","PCSK4|54760"
"10862","GRAMD1C|54762"
"10863","ROPN1|54763"
"10864","ZRANB1|54764"
"10865","TRIM44|54765"
"10866","BTG4|54766"
"10867","HYDIN|54768"
"10868","DIRAS2|54769"
"10869","PPP1R12C|54776"
"10870","RNF111|54778"
"10871","NSMCE4A|54780"
"10872","ALKBH4|54784"
"10873","C17orf59|54785"
"10874","DNAJB12|54788"
"10875","TET2|54790"
"10876","KCTD9|54793"
"10877","TRPM4|54795"
"10878","BNC2|54796"
"10879","MED18|54797"
"10880","DCHS2|54798"
"10881","MBTD1|54799"
"10882","KLHL24|54800"
"10883","HAUS6|54801"
"10884","TRIT1|54802"
"10885","CNNM2|54805"
"10886","AHI1|54806"
"10887","ZNF586|54807"
"10888","DYM|54808"
"10889","SAMD9|54809"
"10890","GIPC2|54810"
"10891","ZNF562|54811"
"10892","ZNF562|54811"
"10893","AFTPH|54812"
"10894","KLHL28|54813"
"10895","QPCTL|54814"
"10896","GATAD2A|54815"
"10897","ZNF280D|54816"
"10898","ZCCHC10|54819"
"10899","NDE1|54820"
"10900","ERCC6L|54821"
"10901","TRPM7|54822"
"10902","C1orf26|54823"
"10903","CDHR2|54825"
"10904","GIN1|54826"
"10905","FAM55D|54827"
"10906","BCAS3|54828"
"10907","ASPN|54829"
"10908","NUP62CL|54830"
"10909","BEST2|54831"
"10910","VPS13C|54832"
"10911","GDAP2|54834"
"10912","BSPRY|54836"
"10913","C10orf26|54838"
"10914","LRRC49|54839"
"10915","APTX|54840"
"10916","BIVM|54841"
"10917","MFSD6|54842"
"10918","SYTL2|54843"
"10919","ESRP1|54845"
"10920","SIDT1|54847"
"10921","ARHGEF38|54848"
"10922","DEF8|54849"
"10923","FBXL12|54850"
"10924","ANKRD49|54851"
"10925","PAQR5|54852"
"10926","WDR55|54853"
"10927","FAM83E|54854"
"10928","FAM46C|54855"
"10929","GON4L|54856"
"10930","GDPD2|54857"
"10931","PGPEP1|54858"
"10932","C3orf75|54859"
"10933","MS4A12|54860"
"10934","SNRK|54861"
"10935","CC2D1A|54862"
"10936","C9orf167|54863"
"10937","GPATCH4|54865"
"10938","PPP1R14D|54866"
"10939","TMEM214|54867"
"10940","TMEM104|54868"
"10941","EPS8L1|54869"
"10942","QRICH1|54870"
"10943","PIGG|54872"
"10944","PALMD|54873"
"10945","FNBP1L|54874"
"10946","CNTLN|54875"
"10947","DCAF16|54876"
"10948","ZCCHC2|54877"
"10949","DPP8|54878"
"10950","ST7L|54879"
"10951","BCOR|54880"
"10952","TEX10|54881"
"10953","ANKHD1|54882"
"10954","ANKHD1|54882"
"10955","CWC25|54883"
"10956","RETSAT|54884"
"10957","TBC1D8B|54885"
"10958","LPPR1|54886"
"10959","UHRF1BP1|54887"
"10960","NSUN2|54888"
"10961","ALKBH5|54890"
"10962","INO80D|54891"
"10963","NCAPG2|54892"
"10964","MTMR10|54893"
"10965","RNF43|54894"
"10966","PQLC2|54896"
"10967","CASZ1|54897"
"10968","ELOVL2|54898"
"10969","PXK|54899"
"10970","LAX1|54900"
"10971","CDKAL1|54901"
"10972","TTC19|54902"
"10973","MKS1|54903"
"10974","WHSC1L1|54904"
"10975","CYP2W1|54905"
"10976","C10orf18|54906"
"10977","CCDC99|54908"
"10978","SEMA4C|54910"
"10979","RPP25|54913"
"10980","KIAA1797|54914"
"10981","YTHDF1|54915"
"10982","C14orf101|54916"
"10983","CMTM6|54918"
"10984","HEATR2|54919"
"10985","DUS2L|54920"
"10986","CHTF8|54921"
"10987","RASIP1|54922"
"10988","LIME1|54923"
"10989","LIME1|54923"
"10990","ZNF434|54925"
"10991","UBE2R2|54926"
"10992","CHCHD3|54927"
"10993","IMPAD1|54928"
"10994","TMEM161A|54929"
"10995","HAUS4|54930"
"10996","RG9MTD1|54931"
"10997","EXD3|54932"
"10998","RHBDL2|54933"
"10999","C12orf41|54934"
"11000","DUSP23|54935"
"11001","ADPRHL2|54936"
"11002","SOHLH2|54937"
"11003","SARS2|54938"
"11004","COMMD4|54939"
"11005","OCIAD1|54940"
"11006","RNF125|54941"
"11007","C9orf6|54942"
"11008","DNAJC28|54943"
"11009","SLC41A3|54946"
"11010","LPCAT2|54947"
"11011","MRPL16|54948"
"11012","SDHAF2|54949"
"11013","SDHAF2|54949"
"11014","COMMD8|54951"
"11015","TRNAU1AP|54952"
"11016","C1orf27|54953"
"11017","FAM120C|54954"
"11018","C1orf109|54955"
"11019","PARP16|54956"
"11020","TXNL4B|54957"
"11021","TMEM160|54958"
"11022","ODAM|54959"
"11023","GEMIN8|54960"
"11024","SSH3|54961"
"11025","TIPIN|54962"
"11026","UCKL1|54963"
"11027","C1orf56|54964"
"11028","PIGX|54965"
"11029","CXorf48|54967"
"11030","TMEM70|54968"
"11031","C4orf27|54969"
"11032","TTC12|54970"
"11033","BANP|54971"
"11034","TMEM132A|54972"
"11035","CPSF3L|54973"
"11036","THG1L|54974"
"11037","C20orf27|54976"
"11038","SLC25A38|54977"
"11039","C2orf18|54978"
"11040","HRASLS2|54979"
"11041","C2orf42|54980"
"11042","C9orf95|54981"
"11043","CLN6|54982"
"11044","PINX1|54984"
"11045","HCFC1R1|54985"
"11046","ULK4|54986"
"11047","C1orf123|54987"
"11048","ACSM5|54988"
"11049","ZNF770|54989"
"11050","C1orf159|54991"
"11051","ZSCAN2|54993"
"11052","C20orf11|54994"
"11053","OXSM|54995"
"11054","MOSC2|54996"
"11055","TESC|54997"
"11056","AURKAIP1|54998"
"11057","TUG1|55000"
"11058","TTC22|55001"
"11059","TMCO3|55002"
"11060","PAK1IP1|55003"
"11061","C11orf59|55004"
"11062","RMND1|55005"
"11063","TRMT61B|55006"
"11064","FAM118A|55007"
"11065","HERC6|55008"
