"","x"
"1","A1BG|1"
"11066","C19orf24|55009"
"11067","C12orf48|55010"
"11068","PIH1D1|55011"
"11069","PPP2R3C|55012"
"11070","CCDC109B|55013"
"11071","STX17|55014"
"11072","PRPF39|55015"
"11073","MARCH1|55016"
"11074","C14orf119|55017"
"11075","C17orf73|55018"
"11076","TTC38|55020"
"11077","PID1|55022"
"11078","PHIP|55023"
"11079","BANK1|55024"
"11080","FAM70A|55026"
"11081","HEATR3|55027"
"11082","C17orf80|55028"
"11083","FBXO34|55030"
"11084","USP47|55031"
"11085","SLC35A5|55032"
"11086","FKBP14|55033"
"11087","MOCOS|55034"
"11088","NOL8|55035"
"11089","CCDC40|55036"
"11090","PTCD3|55037"
"11091","CDCA4|55038"
"11092","TRMT12|55039"
"11093","EPN3|55040"
"11094","PLEKHB2|55041"
"11095","VPS37C|55048"
"11096","C19orf60|55049"
"11097","C14orf102|55051"
"11098","MRPL20|55052"
"11099","ATG16L1|55054"
"11100","ZWILCH|55055"
"11101","AIM1L|55057"
"11102","SUSD4|55061"
"11103","WIPI1|55062"
"11104","ZCWPW1|55063"
"11105","C9orf68|55064"
"11106","GPR172B|55065"
"11107","PDPR|55066"
"11108","ENOX1|55068"
"11109","C7orf42|55069"
"11110","DET1|55070"
"11111","C9orf40|55071"
"11112","RNF31|55072"
"11113","LRRC37A4|55073"
"11114","OXR1|55074"
"11115","UACA|55075"
"11116","TMEM45A|55076"
"11117","FEZF2|55079"
"11118","TAPBPL|55080"
"11119","IFT57|55081"
"11120","ARGLU1|55082"
"11121","KIF26B|55083"
"11122","SOBP|55084"
"11123","CXorf57|55086"
"11124","C10orf118|55088"
"11125","SLC38A4|55089"
"11126","MED9|55090"
"11127","TMEM51|55092"
"11128","WDYHV1|55093"
"11129","GPATCH1|55094"
"11130","SAMD4B|55095"
"11131","FLJ10213|55096"
"11132","WDR70|55100"
"11133","ATP5SL|55101"
"11134","ATG2B|55102"
"11135","RALGPS2|55103"
"11136","GPATCH2|55105"
"11137","SLFN12|55106"
"11138","ANO1|55107"
"11139","BSDC1|55108"
"11140","AGGF1|55109"
"11141","MAGOHB|55110"
"11142","MAGOHB|55110"
"11143","PLEKHJ1|55111"
"11144","WDR60|55112"
"11145","XKR8|55113"
"11146","ARHGAP17|55114"
"11147","TMEM39B|55116"
"11148","SLC6A15|55117"
"11149","CRTAC1|55118"
"11150","PRPF38B|55119"
"11151","FANCL|55120"
"11152","AKIRIN2|55122"
"11153","PIWIL2|55124"
"11154","CEP192|55125"
"11155","HEATR1|55127"
"11156","TRIM68|55128"
"11157","ANO10|55129"
"11158","ARMC4|55130"
"11159","RBM28|55131"
"11160","LARP1B|55132"
"11161","SRBD1|55133"
"11162","WRAP53|55135"
"11163","FIGN|55137"
"11164","FAM90A1|55138"
"11165","ANKZF1|55139"
"11166","ELP3|55140"
"11167","HAUS2|55142"
"11168","CDCA8|55143"
"11169","LRRC8D|55144"
"11170","THAP1|55145"
"11171","ZDHHC4|55146"
"11172","RBM23|55147"
"11173","UBR7|55148"
"11174","MTPAP|55149"
"11175","C19orf73|55150"
"11176","TMEM38B|55151"
"11177","DALRD3|55152"
"11178","SDAD1|55153"
"11179","MSTO1|55154"
"11180","ARMC1|55156"
"11181","DARS2|55157"
"11182","RFWD3|55159"
"11183","ARHGEF10L|55160"
"11184","TMEM33|55161"
"11185","PNPO|55163"
"11186","SHQ1|55164"
"11187","CEP55|55165"
"11188","CENPQ|55166"
"11189","MSL2|55167"
"11190","MRPS18A|55168"
"11191","PRMT6|55170"
"11192","TBCCD1|55171"
"11193","C14orf104|55172"
"11194","MRPS10|55173"
"11195","INTS10|55174"
"11196","KLHL11|55175"
"11197","SEC61A2|55176"
"11198","FAM82A2|55177"
"11199","RNMTL1|55178"
"11200","FAIM|55179"
"11201","LINS1|55180"
"11202","C17orf71|55181"
"11203","RNF220|55182"
"11204","RIF1|55183"
"11205","C20orf12|55184"
"11206","SLC25A36|55186"
"11207","VPS13D|55187"
"11208","RIC8B|55188"
"11209","NUDT11|55190"
"11210","NADSYN1|55191"
"11211","DNAJC17|55192"
"11212","PBRM1|55193"
"11213","FAM176B|55194"
"11214","C14orf105|55195"
"11215","C12orf35|55196"
"11216","RPRD1A|55197"
"11217","APPL2|55198"
"11218","FAM86C|55199"
"11219","PLEKHG6|55200"
"11220","MAP1S|55201"
"11221","LGI2|55203"
"11222","GOLPH3L|55204"
"11223","ZNF532|55205"
"11224","SBNO1|55206"
"11225","ARL8B|55207"
"11226","DCUN1D2|55208"
"11227","SETD5|55209"
"11228","ATAD3A|55210"
"11229","DPPA4|55211"
"11230","BBS7|55212"
"11231","RCBTB1|55213"
"11232","LEPREL1|55214"
"11233","FANCI|55215"
"11234","C11orf57|55216"
"11235","TMLHE|55217"
"11236","EXD2|55218"
"11237","TMEM57|55219"
"11238","KLHDC8A|55220"
"11239","LRRC20|55222"
"11240","TRIM62|55223"
"11241","ETNK2|55224"
"11242","RAVER2|55225"
"11243","NAT10|55226"
"11244","LRRC1|55227"
"11245","PNMAL1|55228"
"11246","PANK4|55229"
"11247","USP40|55230"
"11248","CCDC87|55231"
"11249","MOBKL1B|55233"
"11250","SMU1|55234"
"11251","UBA6|55236"
"11252","C14orf115|55237"
"11253","SLC38A7|55238"
"11254","OGFOD1|55239"
"11255","STEAP3|55240"
"11256","KIRREL|55243"
"11257","SLC47A1|55244"
"11258","UQCC|55245"
"11259","CCDC25|55246"
"11260","NEIL3|55247"
"11261","TMEM206|55248"
"11262","YY1AP1|55249"
"11263","ELP2|55250"
"11264","PCMTD2|55251"
"11265","ASXL2|55252"
"11266","TYW1|55253"
"11267","TMEM39A|55254"
"11268","WDR41|55255"
"11269","ADI1|55256"
"11270","C20orf20|55257"
"11271","THNSL2|55258"
"11272","CASC1|55259"
"11273","TMEM143|55260"
"11274","C7orf43|55262"
"11275","TMEM19|55266"
"11276","C22orf26|55267"
"11277","ECHDC2|55268"
"11278","PSPC1|55269"
"11279","NUDT15|55270"
"11280","IMP3|55272"
"11281","TMEM100|55273"
"11282","PHF10|55274"
"11283","VPS53|55275"
"11284","PGM2|55276"
"11285","FGGY|55277"
"11286","QRSL1|55278"
"11287","ZNF654|55279"
"11288","CWF19L1|55280"
"11289","TMEM140|55281"
"11290","LRRC36|55282"
"11291","MCOLN3|55283"
"11292","UBE2W|55284"
"11293","RBM41|55285"
"11294","C4orf19|55286"
"11295","TMEM40|55287"
"11296","RHOT1|55288"
"11297","ACOXL|55289"
"11298","BRF2|55290"
"11299","SAPS3|55291"
"11300","UEVLD|55293"
"11301","FBXW7|55294"
"11302","KLHL26|55295"
"11303","TBC1D19|55296"
"11304","CCDC91|55297"
"11305","RNF121|55298"
"11306","BRIX1|55299"
"11307","PI4K2B|55300"
"11308","OLAH|55301"
"11309","GIMAP4|55303"
"11310","SPTLC3|55304"
"11311","DDX19A|55308"
"11312","ZNF444|55311"
"11313","RFK|55312"
"11314","CPPED1|55313"
"11315","TMEM144|55314"
"11316","SLC29A3|55315"
"11317","RSAD1|55316"
"11318","C20orf29|55317"
"11319","C4orf43|55319"
"11320","C14orf106|55320"
"11321","C20orf46|55321"
"11322","C5orf22|55322"
"11323","LARP6|55323"
"11324","ABCF3|55324"
"11325","UFSP2|55325"
"11326","AGPAT5|55326"
"11327","LIN7C|55327"
"11328","RNLS|55328"
"11329","MNS1|55329"
"11330","CNO|55330"
"11331","ACER3|55331"
"11332","DRAM1|55332"
"11333","SYNJ2BP|55333"
"11334","SLC39A9|55334"
"11335","NIPSNAP3B|55335"
"11336","FBXL8|55336"
"11337","C19orf66|55337"
"11338","WDR33|55339"
"11339","GIMAP5|55340"
"11340","LSG1|55341"
"11341","STRBP|55342"
"11342","SLC35C1|55343"
"11343","PLCXD1|55344"
"11344","C4orf21|55345"
"11345","TCP11L1|55346"
"11346","ABHD10|55347"
"11347","CHDH|55349"
"11348","STK32B|55351"
"11349","C17orf79|55352"
"11350","LAPTM4B|55353"
"11351","HJURP|55355"
"11352","SLC22A15|55356"
"11353","TBC1D2|55357"
"11354","STYK1|55359"
"11355","PI4K2A|55361"
"11356","TMEM63B|55362"
"11357","HEMGN|55363"
"11358","IMPACT|55364"
"11359","TMEM176A|55365"
"11360","LGR4|55366"
"11361","LRDD|55367"
"11362","TMCO6|55374"
"11363","LRRC59|55379"
"11364","MEG3|55384"
"11365","MCM10|55388"
"11366","NCRNA00185|55410"
"11367","C17orf85|55421"
"11368","ZNF331|55422"
"11369","SIRPG|55423"
"11370","KIAA1704|55425"
"11371","YOD1|55432"
"11372","AP1AR|55435"
"11373","STRADB|55437"
"11374","C14orf167|55449"
"11375","CAMK2N1|55450"
"11376","CSGALNACT2|55454"
"11377","DNAJA4|55466"
"11378","C2orf56|55471"
"11379","PARL|55486"
"11380","ETNK1|55500"
"11381","CHST12|55501"
"11382","HES6|55502"
"11383","TRPV6|55503"
"11384","TNFRSF19|55504"
"11385","NOP10|55505"
"11386","H2AFY2|55506"
"11387","GPRC5D|55507"
"11388","SLC35E3|55508"
"11389","BATF3|55509"
"11390","DDX43|55510"
"11391","SAGE1|55511"
"11392","SMPD3|55512"
"11393","ACCN4|55515"
"11394","ELAC1|55520"
"11395","TRIM36|55521"
"11396","DHTKD1|55526"
"11397","FEM1A|55527"
"11398","TMEM55A|55529"
"11399","SVOP|55530"
"11400","ELMOD1|55531"
"11401","SLC30A10|55532"
"11402","MAML3|55534"
"11403","CDCA7L|55536"
"11404","KCNQ1DN|55539"
"11405","IL17RB|55540"
"11406","RBM38|55544"
"11407","MSX2P1|55545"
"11408","ZNF823|55552"
"11409","SOX6|55553"
"11410","KLK15|55554"
"11411","ENOSF1|55556"
"11412","PLXNA3|55558"
"11413","HAUS7|55559"
"11414","CDC42BPG|55561"
"11415","ZNF821|55565"
"11416","DNAH3|55567"
"11417","GALNT10|55568"
"11418","C2orf29|55571"
"11419","FOXRED1|55572"
"11420","CDV3|55573"
"11421","STAB2|55576"
"11422","NAGK|55577"
"11423","FAM48A|55578"
"11424","KIF27|55582"
"11425","CHRNA9|55584"
"11426","UBE2Q1|55585"
"11427","MIOX|55586"
"11428","MED29|55588"
"11429","BMP2K|55589"
"11430","VEZT|55591"
"11431","GOLGA2B|55592"
"11432","OTUD5|55593"
"11433","ZCCHC8|55596"
"11434","RNPC3|55599"
"11435","ITLN1|55600"
"11436","DDX60|55601"
"11437","CDKN2AIP|55602"
"11438","FAM46A|55603"
"11439","LRRC16A|55604"
"11440","KIF21A|55605"
"11441","PPP1R9A|55607"
"11442","ANKRD10|55608"
"11443","ZNF280C|55609"
"11444","CCDC132|55610"
"11445","OTUB1|55611"
"11446","FERMT1|55612"
"11447","MTMR8|55613"
"11448","KIF16B|55614"
"11449","PRR5|55615"
"11450","ASAP3|55616"
"11451","TASP1|55617"
"11452","DOCK10|55619"
"11453","STAP2|55620"
"11454","TRMT1|55621"
"11455","TTC27|55622"
"11456","THUMPD1|55623"
"11457","POMGNT1|55624"
"11458","ZDHHC7|55625"
"11459","AMBRA1|55626"
"11460","SMPD4|55627"
"11461","ZNF407|55628"
"11462","PNRC2|55629"
"11463","SLC39A4|55630"
"11464","LRRC40|55631"
"11465","G2E3|55632"
"11466","TBC1D22B|55633"
"11467","ZNF673|55634"
"11468","DEPDC1|55635"
"11469","CHD7|55636"
"11470","SYBU|55638"
"11471","FLVCR2|55640"
"11472","BTBD2|55643"
"11473","OSGEP|55644"
"11474","LYAR|55646"
"11475","RAB20|55647"
"11476","PIGV|55650"
"11477","NHP2|55651"
"11478","SLC48A1|55652"
"11479","BCAS4|55653"
"11480","TMEM127|55654"
"11481","NLRP2|55655"
"11482","INTS8|55656"
"11483","ZNF692|55657"
"11484","RNF126|55658"
"11485","ZNF416|55659"
"11486","PRPF40A|55660"
"11487","DDX27|55661"
"11488","HIF1AN|55662"
"11489","ZNF446|55663"
"11490","CDC37L1|55664"
"11491","URGCP|55665"
"11492","NPLOC4|55666"
"11493","DENND4C|55667"
"11494","C14orf118|55668"
"11495","MFN1|55669"
"11496","PEX26|55670"
"11497","SMEK1|55671"
"11498","NBPF1|55672"
"11499","SLC30A6|55676"
"11500","IWS1|55677"
"11501","LIMS2|55679"
"11502","RUFY2|55680"
"11503","SCYL2|55681"
"11504","KIAA1310|55683"
"11505","C9orf86|55684"
"11506","MREG|55686"
"11507","TRMU|55687"
"11508","YEATS2|55689"
"11509","PACS1|55690"
"11510","FRMD4A|55691"
"11511","LUC7L|55692"
"11512","KDM4D|55693"
"11513","NSUN5|55695"
"11514","RBM22|55696"
"11515","VAC14|55697"
"11516","RADIL|55698"
"11517","IARS2|55699"
"11518","MAP7D1|55700"
"11519","FLJ10357|55701"
"11520","CCDC94|55702"
"11521","POLR3B|55703"
"11522","CCDC88A|55704"
"11523","IPO9|55705"
"11524","TMEM48|55706"
"11525","NECAP2|55707"
"11526","KBTBD4|55709"
"11527","FAR2|55711"
"11528","ZNF334|55713"
"11529","ODZ3|55714"
"11530","DOK4|55715"
"11531","LMBR1L|55716"
"11532","WDR11|55717"
"11533","POLR3E|55718"
"11534","FAM178A|55719"
"11535","TSR1|55720"
"11536","IQCC|55721"
"11537","CEP72|55722"
"11538","ASF1B|55723"
"11539","C12orf11|55726"
"11540","BTBD7|55727"
"11541","N4BP2|55728"
"11542","ATF7IP|55729"
"11543","C17orf63|55731"
"11544","C1orf112|55732"
"11545","HHAT|55733"
"11546","ZFP64|55734"
"11547","DNAJC11|55735"
"11548","VPS35|55737"
"11549","ARFGAP1|55738"
"11550","CARKD|55739"
"11551","ENAH|55740"
"11552","EDEM2|55741"
"11553","PARVA|55742"
"11554","CHFR|55743"
"11555","C7orf44|55744"
"11556","MUDENG|55745"
"11557","NUP133|55746"
"11558","FAM21B|55747"
"11559","FAM21B|55747"
"11560","FAM21B|55747"
"11561","CNDP2|55748"
"11562","CCAR1|55749"
"11563","AGK|55750"
"11564","TMEM184C|55751"
"11565","SEPT11|55752"
"11566","OGDHL|55753"
"11567","TMEM30A|55754"
"11568","CDK5RAP2|55755"
"11569","INTS9|55756"
"11570","UGGT2|55757"
"11571","RCOR3|55758"
"11572","WDR12|55759"
"11573","DHX32|55760"
"11574","TTC17|55761"
"11575","ZNF701|55762"
"11576","EXOC1|55763"
"11577","IFT122|55764"
"11578","C1orf106|55765"
"11579","H2AFJ|55766"
"11580","NGLY1|55768"
"11581","ZNF83|55769"
"11582","EXOC2|55770"
"11583","PRR11|55771"
"11584","TBC1D23|55773"
"11585","TDP1|55775"
"11586","C6orf64|55776"
"11587","MBD5|55777"
"11588","ZNF839|55778"
"11589","WDR52|55779"
"11590","C6orf70|55780"
"11591","RIOK2|55781"
"11592","FTSJD1|55783"
"11593","MCTP2|55784"
"11594","FGD6|55785"
"11595","ZNF415|55786"
"11596","TXLNG|55787"
"11597","LMBRD1|55788"
"11598","DEPDC1B|55789"
"11599","CSGALNACT1|55790"
"11600","C1orf103|55791"
"11601","FAM63A|55793"
"11602","DDX28|55794"
"11603","PCID2|55795"
"11604","MBNL3|55796"
"11605","METTL2B|55798"
"11606","CACNA2D3|55799"
"11607","SCN3B|55800"
"11608","IL26|55801"
"11609","DCP1A|55802"
"11610","ADAP2|55803"
"11611","LRP2BP|55805"
"11612","HR|55806"
"11613","ST6GALNAC1|55808"
"11614","TRERF1|55809"
"11615","FOXJ2|55810"
"11616","ADCY10|55811"
"11617","SPATA7|55812"
"11618","UTP6|55813"
"11619","BDP1|55814"
"11620","TSNAXIP1|55815"
"11621","DOK5|55816"
"11622","KDM3A|55818"
"11623","RNF130|55819"
"11624","ALLC|55821"
"11625","VPS11|55823"
"11626","PAG1|55824"
"11627","PECR|55825"
"11628","DCAF6|55827"
"11629","SELS|55829"
"11630","GLT8D1|55830"
"11631","TMEM111|55831"
"11632","CAND1|55832"
"11633","UBAP2|55833"
"11634","CENPJ|55835"
"11635","EAPP|55837"
"11636","CENPN|55839"
"11637","EAF2|55840"
"11638","WWC3|55841"
"11639","ARHGAP15|55843"
"11640","PPP2R2D|55844"
"11641","C3orf10|55845"
"11642","ITFG2|55846"
"11643","CISD1|55847"
"11644","C9orf46|55848"
"11645","USE1|55850"
"11646","PSENEN|55851"
"11647","TEX2|55852"
"11648","C10orf110|55853"
"11649","ZC3H15|55854"
"11650","ACOT13|55856"
"11651","TMEM165|55858"
"11652","BEX1|55859"
"11653","ACTR10|55860"
"11654","DBNDD2|55861"
"11655","ECHDC1|55862"
"11656","TMEM126B|55863"
"11657","SLC22A11|55867"
"11658","HDAC8|55869"
"11659","ASH1L|55870"
"11660","CBWD1|55871"
"11661","CBWD1|55871"
"11662","CBWD1|55871"
"11663","CBWD1|55871"
"11664","PBK|55872"
"11665","GSDMB|55876"
"11666","WSB2|55884"
"11667","LMO3|55885"
"11668","ZNF167|55888"
"11669","GOLGA6B|55889"
"11670","GOLGA6B|55889"
"11671","GPRC5C|55890"
"11672","LENEP|55891"
"11673","MYNN|55892"
"11674","ZNF395|55893"
"11675","MESP1|55897"
"11676","UNC45A|55898"
"11677","ZNF302|55900"
"11678","THSD1|55901"
"11679","ACSS2|55902"
"11680","MLL5|55904"
"11681","RNF114|55905"
"11682","ZC4H2|55906"
"11683","CMAS|55907"
"11684","LOC55908|55908"
"11685","BIN3|55909"
"11686","APOB48R|55911"
"11687","ERBB2IP|55914"
"11688","LANCL2|55915"
"11689","NXT2|55916"
"11690","CTTNBP2NL|55917"
"11691","RCC2|55920"
"11692","NKRF|55922"
"11693","C1orf183|55924"
"11694","DMAP1|55929"
"11695","MYO5C|55930"
"11696","APOM|55937"
"11697","ZMAT5|55954"
"11698","LIN37|55957"
"11699","KLHL9|55958"
"11700","SULF2|55959"
"11701","SEPT3|55964"
"11702","AJAP1|55966"
"11703","NDUFA12|55967"
"11704","NSFL1C|55968"
"11705","C20orf24|55969"
"11706","GNG12|55970"
"11707","BAIAP2L1|55971"
"11708","SLC25A40|55972"
"11709","BCAP29|55973"
"11710","RAG1AP1|55974"
"11711","KLHL7|55975"
"11712","NXF5|55998"
"11713","NXF4|55999"
"11714","NXF3|56000"
"11715","NXF2|56001"
"11716","NXF2|56001"
"11717","C19orf10|56005"
"11718","C19orf61|56006"
"11719","BARX1|56033"
"11720","PDGFC|56034"
"11721","ALG1|56052"
"11722","UBFD1|56061"
"11723","KLHL4|56062"
"11724","C1orf91|56063"
"11725","PCDHGC5|56097"
"11726","PCDHGC4|56098"
"11727","PCDHGB7|56099"
"11728","PCDHGB6|56100"
"11729","PCDHGB5|56101"
"11730","PCDHGB3|56102"
"11731","PCDHGB2|56103"
"11732","PCDHGB1|56104"
"11733","PCDHGA11|56105"
"11734","PCDHGA10|56106"
"11735","PCDHGA9|56107"
"11736","PCDHGA7|56108"
"11737","PCDHGA6|56109"
"11738","PCDHGA5|56110"
"11739","PCDHGA4|56111"
"11740","PCDHGA3|56112"
"11741","PCDHGA2|56113"
"11742","PCDHGA1|56114"
"11743","PCDHGB8P|56120"
"11744","PCDHB15|56121"
"11745","PCDHB14|56122"
"11746","PCDHB13|56123"
"11747","PCDHB12|56124"
"11748","PCDHB11|56125"
"11749","PCDHB10|56126"
"11750","PCDHB9|56127"
"11751","PCDHB8|56128"
"11752","PCDHB7|56129"
"11753","PCDHB6|56130"
"11754","PCDHB4|56131"
"11755","PCDHB3|56132"
"11756","PCDHB2|56133"
"11757","PCDHAC2|56134"
"11758","PCDHAC1|56135"
"11759","PCDHA13|56136"
"11760","PCDHA12|56137"
"11761","PCDHA11|56138"
"11762","PCDHA11|56138"
"11763","PCDHA10|56139"
"11764","PCDHA8|56140"
"11765","PCDHA7|56141"
"11766","PCDHA6|56142"
"11767","PCDHA5|56143"
"11768","PCDHA4|56144"
"11769","PCDHA3|56145"
"11770","PCDHA2|56146"
"11771","PCDHA2|56146"
"11772","PCDHA1|56147"
"11773","TEX15|56154"
"11774","TEX14|56155"
"11775","TEX13B|56156"
"11776","TEX13A|56157"
"11777","TEX12|56158"
"11778","TEX11|56159"
"11779","NDNL2|56160"
"11780","RNF17|56163"
"11781","STK31|56164"
"11782","TDRD1|56165"
"11783","GSDMC|56169"
"11784","DNAH7|56171"
"11785","ANKH|56172"
"11786","MOSPD1|56180"
"11787","FAM54B|56181"
"11788","LMOD3|56203"
"11789","KIAA1370|56204"
"11790","SUSD2|56241"
"11791","ZNF253|56242"
"11792","KIAA1217|56243"
"11793","BTNL2|56244"
"11794","C21orf62|56245"
"11795","MRAP|56246"
"11796","YLPM1|56252"
"11797","CRTAM|56253"
"11798","RNF20|56254"
"11799","TMX4|56255"
"11800","SERTAD4|56256"
"11801","MEPCE|56257"
"11802","CTNNBL1|56259"
"11803","C8orf44|56260"
"11804","GPCPD1|56261"
"11805","LRRC8A|56262"
"11806","CPXM1|56265"
"11807","CCBL2|56267"
"11808","IRGC|56269"
"11809","WDR45L|56270"
"11810","BEX4|56271"
"11811","GKN1|56287"
"11812","PARD3|56288"
"11813","IL1F9|56300"
"11814","SLC7A10|56301"
"11815","TRPV5|56302"
"11816","ANKRD7|56311"
"11817","METTL3|56339"
"11818","PRMT8|56341"
"11819","PPAN|56342"
"11820","CABP5|56344"
"11821","LTB4R2|56413"
"11822","LTB4R2|56413"
"11823","CTPS2|56474"
"11824","RPRM|56475"
"11825","CCL28|56477"
"11826","EIF4ENIF1|56478"
"11827","KCNQ5|56479"
"11828","DNAJC12|56521"
"11829","MMP26|56547"
"11830","CHST7|56548"
"11831","CYP26B1|56603"
"11832","ERO1LB|56605"
"11833","SLC2A9|56606"
"11834","DIABLO|56616"
"11835","INPP5E|56623"
"11836","ASAH2|56624"
"11837","BCCIP|56647"
"11838","EIF5A2|56648"
"11839","TMPRSS4|56649"
"11840","CLDND1|56650"
"11841","C10orf2|56652"
"11842","NPDC1|56654"
"11843","POLE4|56655"
"11844","OR2S2|56656"
"11845","TRIM39|56658"
"11846","KCNK13|56659"
"11847","KCNK12|56660"
"11848","VTRNA1-3|56662"
"11849","VTRNA1-2|56663"
"11850","VTRNA1-1|56664"
"11851","PANX2|56666"
"11852","MUC13|56667"
"11853","SUCNR1|56670"
"11854","C11orf17|56672"
"11855","C11orf16|56673"
"11856","TMEM9B|56674"
"11857","NRIP3|56675"
"11858","ASCL3|56676"
"11859","SAR1A|56681"
"11860","C21orf59|56683"
"11861","JPH1|56704"
"11862","RETN|56729"
"11863","SLC2A4RG|56731"
"11864","BARHL1|56751"
"11865","FMN2|56776"
"11866","ZC3HAV1|56829"
"11867","IFNK|56832"
"11868","SLAMF8|56833"
"11869","GPR137|56834"
"11870","SPHK2|56848"
"11871","TCEAL7|56849"
"11872","GRIPAP1|56850"
"11873","C15orf24|56851"
"11874","RAD18|56852"
"11875","CELF4|56853"
"11876","CDC42SE1|56882"
"11877","FSTL5|56884"
"11878","UGGT1|56886"
"11879","KCMF1|56888"
"11880","TM9SF3|56889"
"11881","MDM1|56890"
"11882","LGALS14|56891"
"11883","C8orf4|56892"
"11884","UBQLN4|56893"
"11885","AGPAT3|56894"
"11886","AGPAT4|56895"
"11887","DPYSL5|56896"
"11888","WRNIP1|56897"
"11889","BDH2|56898"
"11890","ANKS1B|56899"
"11891","TMEM167B|56900"
"11892","NDUFA4L2|56901"
"11893","PNO1|56902"
"11894","PAPOLB|56903"
"11895","SH3GLB2|56904"
"11896","C15orf39|56905"
"11897","THAP10|56906"
"11898","SPIRE1|56907"
"11899","STARD7|56910"
"11900","C21orf7|56911"
"11901","IFT46|56912"
"11902","C1GALT1|56913"
"11903","OTOR|56914"
"11904","EXOSC5|56915"
"11905","SMARCAD1|56916"
"11906","MEIS3|56917"
"11907","C2orf83|56918"
"11908","DHX33|56919"
"11909","SEMA3G|56920"
"11910","MCCC1|56922"
"11911","NMUR2|56923"
"11912","PAK6|56924"
"11913","LXN|56925"
"11914","NCLN|56926"
"11915","GPR108|56927"
"11916","FEM1C|56929"
"11917","DUS3L|56931"
"11918","CA10|56934"
"11919","C11orf75|56935"
"11920","C14orf162|56936"
"11921","PMEPA1|56937"
"11922","ARNTL2|56938"
"11923","DUSP22|56940"
"11924","C3orf37|56941"
"11925","C16orf61|56942"
"11926","ENY2|56943"
"11927","OLFML3|56944"
"11928","MRPS22|56945"
"11929","C11orf30|56946"
"11930","MFF|56947"
"11931","SDR39U1|56948"
"11932","XAB2|56949"
"11933","SMYD2|56950"
"11934","C5orf15|56951"
"11935","PRTFDC1|56952"
"11936","NT5M|56953"
"11937","NIT2|56954"
"11938","MEPE|56955"
"11939","LHX9|56956"
"11940","OTUD7B|56957"
"11941","SHD|56961"
"11942","RGMA|56963"
"11943","WDR93|56964"
"11944","PARP6|56965"
"11945","C14orf132|56967"
"11946","RPL23AP32|56969"
"11947","ATXN7L3|56970"
"11948","CEACAM19|56971"
"11949","FAM20C|56975"
"11950","STOX2|56977"
"11951","PRDM8|56978"
"11952","PRDM9|56979"
"11953","PRDM10|56980"
"11954","PRDM11|56981"
"11955","KTELC1|56983"
"11956","PSMG2|56984"
"11957","C17orf48|56985"
"11958","DTWD1|56986"
"11959","BBX|56987"
"11960","CDC42SE2|56990"
"11961","KIF15|56992"
"11962","TOMM22|56993"
"11963","CHPT1|56994"
"11964","TULP4|56995"
"11965","SLC12A9|56996"
"11966","CABC1|56997"
"11967","CTNNBIP1|56998"
"11968","ADAMTS9|56999"
"11969","ACN9|57001"
"11970","C7orf36|57002"
"11971","CCDC47|57003"
"11972","CXCR7|57007"
"11973","CABP4|57010"
"11974","AKR1B10|57016"
"11975","COQ9|57017"
"11976","CCNL1|57018"
"11977","CIAPIN1|57019"
"11978","C16orf62|57020"
"11979","PDXP|57026"
"11980","SLC17A7|57030"
"11981","C1orf63|57035"
"11982","ANKMY2|57037"
"11983","RARS2|57038"
"11984","TWSG1|57045"
"11985","PLSCR2|57047"
"11986","PLSCR3|57048"
"11987","UTP3|57050"
"11988","CHRNA10|57053"
"11989","DAZ3|57054"
"11990","DAZ2|57055"
"11991","DAZ2|57055"
"11992","DAZ2|57055"
"11993","TBX20|57057"
"11994","PCBP4|57060"
"11995","DDX24|57062"
"11996","CASC5|57082"
"11997","SLC17A6|57084"
"11998","AGTRAP|57085"
"11999","PLSCR4|57088"
"12000","ENTPD7|57089"
"12001","CASS4|57091"
"12002","PCNP|57092"
"12003","TRIM49|57093"
"12004","CPA6|57094"
"12005","C1orf128|57095"
"12006","RPGRIP1|57096"
"12007","PARP11|57097"
"12008","AVEN|57099"
"12009","ANO2|57101"
"12010","C12orf4|57102"
"12011","C12orf5|57103"
"12012","PNPLA2|57104"
"12013","CYSLTR2|57105"
"12014","NAT14|57106"
"12015","PDSS2|57107"
"12016","REXO4|57109"
"12017","HRASLS|57110"
"12018","RAB25|57111"
"12019","TRPC7|57113"
"12020","PGLYRP4|57115"
"12021","ZNF695|57116"
"12022","INTS12|57117"
"12023","CAMK1D|57118"
"12024","SPINLW1|57119"
"12025","GOPC|57120"
"12026","LPAR5|57121"
"12027","NUP107|57122"
"12028","CD248|57124"
"12029","PLXDC1|57125"
"12030","CD177|57126"
"12031","RHBG|57127"
"12032","LYRM4|57128"
"12033","MRPL47|57129"
"12034","ATP13A1|57130"
"12035","CHMP1B|57132"
"12036","MAN1C1|57134"
"12037","DAZ4|57135"
"12038","DAZ4|57135"
"12039","DAZ4|57135"
"12040","C20orf3|57136"
"12041","RGL3|57139"
"12042","RNPEPL1|57140"
"12043","RTN4|57142"
"12044","ADCK1|57143"
"12045","PAK7|57144"
"12046","TMEM159|57146"
"12047","SCYL3|57147"
"12048","RALGAPB|57148"
"12049","LYRM1|57149"
"12050","C6orf162|57150"
